employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,annual_salary,driving_commuter_distance,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,commute_distance_category
7076,45,10,No,34.9,40,Salary,72592.0,46.0,Sales,Female,Single,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7077,55,9,No,96.38,40,Salary,200470.4,27.0,Laboratory,Female,Single,3,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7078,39,3,No,84.3,40,Salary,175344.0,8.0,Research,Male,Single,6,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7079,35,6,No,24.59,40,Salary,51147.2,0.1,Marketing,Male,Single,4,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7080,38,4,No,32.84,40,Salary,68307.2,20.0,Sales,Male,Single,5,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7081,59,15,Yes,33.05,40,Salary,68744.0,93.0,Human Resources,Female,Divorced,4,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7082,31,7,No,22.93,40,Salary,47694.4,0.1,Human Resources,Male,Divorced,1,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7083,56,15,Yes,43.54,40,Salary,90563.2,40.0,Sales,Male,Single,6,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7084,39,7,Yes,52.75,40,Salary,109720.0,63.0,Healthcare,Female,Divorced,9,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7085,50,7,No,42.59,40,Salary,88587.2,53.0,Information Technology,Female,Divorced,7,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7086,42,3,Yes,93.67,40,Salary,334833.6,4.0,Laboratory,Female,Divorced,2,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7087,55,6,No,31.62,40,Salary,65769.6,0.1,Marketing,Female,Divorced,3,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7088,52,16,Yes,34.58,40,Salary,73326.4,54.0,Healthcare,Male,Single,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7089,40,8,No,58.65,40,Salary,123392.0,67.0,Healthcare,Male,Divorced,5,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
7090,38,8,Yes,88.67,40,Salary,284433.6,81.0,Laboratory,Female,Married,2,21.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7091,33,10,Yes,22.81,40,Salary,47444.8,75.0,Research,Female,Divorced,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7092,53,13,No,65.58,40,Salary,136406.4,54.0,Human Resources,Female,Divorced,7,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7093,56,11,No,53.4,40,Salary,111072.0,92.0,Human Resources,Male,Married,4,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7094,50,18,Yes,49.48,40,Salary,102928.4,45.0,Sales,Female,Single,4,9.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7095,37,5,No,62.56,40,Salary,130124.8,77.0,Research,Female,Divorced,4,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7096,40,7,No,26.62,40,Salary,55369.6,27.0,Healthcare,Female,Single,3,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7097,35,10,No,23.33,40,Salary,48235.2,70.0,Research,Female,Married,4,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7098,53,19,No,50.08,40,Salary,104166.4,83.0,Information Technology,Female,Single,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7099,41,7,No,67.0,40,Salary,139360.0,41.0,Manufacturing,Male,Married,4,10.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7100,54,8,No,90.67,40,Salary,288593.6,48.0,Sales,Female,Single,3,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7101,61,11,No,64.84,40,Salary,134867.2,97.0,Research,Female,Divorced,4,20.0,Mailed Check,Yes,"(95.09, 190.08]"
7102,45,15,No,95.6,40,Salary,338848.0,0.1,Marketing,Female,Married,4,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7103,45,19,No,62.0,40,Salary,128960.0,12.0,Sales,Male,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7104,35,1,No,26.89,40,Salary,55931.2,86.0,Information Technology,Male,Married,2,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7105,37,8,Yes,97.42,40,Salary,202633.6,2.0,Sales,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7106,45,14,Yes,83.89,40,Salary,174491.2,13.0,Healthcare,Female,Divorced,2,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7107,60,16,No,96.51,40,Salary,200740.8,11.0,Laboratory,Female,Married,3,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7108,35,6,No,30.81,40,Salary,64084.8,38.0,Sales,Female,Divorced,6,21.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7109,43,20,No,84.41,40,Salary,175572.8,88.0,Healthcare,Female,Single,8,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7110,56,12,No,79.56,40,Salary,165484.8,0.1,Information Technology,Female,Divorced,6,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7111,53,19,No,43.99,40,Salary,91499.2,33.0,Information Technology,Male,Single,3,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7112,46,13,No,73.42,40,Salary,152713.6,8.0,Research,Female,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7113,29,7,Yes,24.2,40,Salary,50336.0,41.0,Research,Female,Divorced,2,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7114,40,3,No,87.57,40,Salary,282145.6,64.0,Manufacturing,Male,Single,8,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7115,46,14,No,54.88,40,Salary,114150.4,11.0,Marketing,Male,Divorced,7,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7116,52,5,No,75.43,40,Salary,156894.4,55.0,Sales,Male,Divorced,3,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7117,58,17,No,82.36,40,Salary,171308.8,89.0,Healthcare,Male,Married,9,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7118,48,5,No,46.7,40,Salary,97136.0,91.0,Information Technology,Male,Divorced,9,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7119,25,3,No,22.03,40,Salary,45822.4,11.0,Human Resources,Female,Single,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7120,40,3,Yes,87.27,40,Salary,281521.6,0.1,Manufacturing,Female,Single,3,10.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7121,45,14,Yes,70.67,40,Salary,146993.6,56.0,Sales,Male,Divorced,6,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
7122,31,4,Yes,27.78,40,Salary,57782.4,74.0,Laboratory,Male,Married,1,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7123,37,8,Yes,94.76,40,Salary,337100.8,33.0,Sales,Female,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7124,21,1,Yes,21.49,40,Salary,44699.2,73.0,Healthcare,Female,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7125,56,19,No,58.49,40,Salary,121659.2,71.0,Sales,Female,Single,8,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7126,51,20,No,34.78,40,Salary,72342.4,79.0,Research,Female,Married,4,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7127,50,5,No,97.06,40,Salary,202884.8,0.1,Laboratory,Male,Married,5,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7128,44,17,No,69.33,40,Salary,144206.4,85.0,Sales,Female,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7129,54,20,No,56.69,40,Salary,117915.2,93.0,Research,Male,Divorced,4,18.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7130,42,8,No,63.25,40,Salary,131560.0,10.0,Research,Male,Single,5,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7131,37,7,No,61.74,40,Salary,128433.2,77.0,Sales,Female,Divorced,3,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7132,44,13,Yes,51.74,40,Salary,107633.2,28.0,Research,Male,Single,7,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7133,55,8,Yes,63.42,40,Salary,133313.6,72.0,Research,Female,Divorced,4,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7134,39,6,Yes,27.33,40,Salary,56846.4,1.0,Sales,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7135,51,7,No,93.51,40,Salary,334500.8,57.0,Sales,Female,Divorced,1,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7136,44,15,No,59.85,40,Salary,124488.0,89.0,Human Resources,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7137,60,20,Yes,82.58,40,Salary,171766.4,56.0,Information Technology,Female,Married,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7138,48,18,Yes,46.71,40,Salary,97156.8,92.0,Human Resources,Female,Married,4,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7139,61,12,Yes,36.55,40,Salary,76024.0,21.0,Healthcare,Male,Divorced,4,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7140,53,17,Yes,54.64,40,Salary,113651.2,33.0,Information Technology,Male,Married,1,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7141,36,2,No,34.05,40,Salary,70824.0,0.1,Research,Male,Single,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7142,49,6,Yes,40.33,40,Salary,83886.4,11.0,Manufacturing,Male,Married,9,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7143,38,10,No,26.94,40,Salary,56035.2,0.1,Research,Female,Married,5,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7144,47,16,Yes,89.33,40,Salary,285515.2,51.0,Marketing,Female,Single,3,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7145,25,3,No,21.14,40,Salary,43971.2,56.0,Sales,Female,Married,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7146,30,2,No,24.58,40,Salary,51126.4,52.0,Manufacturing,Female,Divorced,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7147,59,5,Yes,91.12,40,Salary,289529.6,8.0,Healthcare,Female,Single,7,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7148,41,1,Yes,60.14,40,Salary,125091.2,37.0,Sales,Male,Single,1,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7149,57,11,Yes,33.06,40,Salary,39644.8,96.0,Healthcare,Female,Married,7,20.0,Direct Deposit,Yes,"(95.09, 190.08]"
7150,43,16,No,38.17,40,Salary,79393.6,55.0,Research,Female,Married,4,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7151,54,5,No,73.07,40,Salary,153385.6,96.0,Research,Female,Married,7,22.0,Mailed Check,Yes,"(95.09, 190.08]"
7152,52,19,Yes,57.27,40,Salary,133121.6,67.0,Human Resources,Male,Married,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7153,28,4,Yes,23.98,40,Salary,49878.4,93.0,Research,Male,Single,1,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7154,41,6,No,33.5,40,Salary,69680.0,54.0,Research,Male,Married,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7155,23,1,Yes,21.27,40,Salary,44241.6,80.0,Research,Male,Married,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7156,44,18,No,66.59,40,Salary,138507.2,99.0,Sales,Female,Divorced,4,17.0,Mailed Check,Yes,"(95.09, 190.08]"
7157,51,7,No,31.84,40,Salary,66227.2,56.0,Research,Male,Single,9,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7158,36,9,No,28.71,40,Salary,59716.8,43.0,Research,Male,Single,2,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7159,55,5,No,80.67,40,Salary,167793.6,0.1,Human Resources,Female,Married,4,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
7160,39,4,Yes,25.88,40,Salary,53830.4,73.0,Healthcare,Female,Single,6,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7161,43,14,No,91.6,40,Salary,330528.0,50.0,Research,Female,Married,5,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
7162,42,3,No,89.88,40,Salary,286950.4,20.0,Healthcare,Male,Divorced,8,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7163,58,17,No,50.28,40,Salary,104582.4,2.0,Information Technology,Female,Single,2,10.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7164,38,7,Yes,28.23,40,Salary,58728.4,8.0,Research,Female,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7165,45,15,No,76.08,40,Salary,158246.4,15.0,Marketing,Female,Divorced,8,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7166,59,15,Yes,85.74,40,Salary,178339.2,83.0,Marketing,Male,Single,5,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7167,36,10,No,87.04,40,Salary,281043.2,0.1,Sales,Female,Single,5,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7168,47,5,No,87.95,40,Salary,282936.0,91.0,Laboratory,Female,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7169,58,12,Yes,95.57,40,Salary,338785.6,0.1,Sales,Female,Single,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7170,56,6,No,59.54,40,Salary,123843.2,63.0,Healthcare,Female,Married,7,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7171,35,10,No,25.01,40,Salary,52020.8,39.0,Research,Female,Divorced,4,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7172,44,12,Yes,97.62,40,Salary,203049.6,64.0,Manufacturing,Female,Single,6,20.0,Mailed Check,No,"(-0.85, 95.09]"
7173,56,9,No,89.04,40,Salary,285203.2,17.0,Human Resources,Male,Single,1,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7174,23,1,Yes,21.73,40,Salary,45338.4,0.1,Laboratory,Female,Married,1,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7175,55,13,No,93.42,40,Salary,334313.6,63.0,Marketing,Female,Single,5,9.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7176,31,7,No,29.11,40,Salary,60548.8,21.0,Marketing,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7177,34,7,No,29.68,40,Salary,61734.4,0.1,Sales,Male,Single,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7178,36,7,Yes,38.16,40,Salary,79372.8,63.0,Laboratory,Male,Married,5,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7179,38,4,No,43.05,40,Salary,89544.0,67.0,Laboratory,Male,Divorced,5,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7180,40,1,No,26.35,40,Salary,54808.0,98.0,Research,Male,Divorced,6,19.0,Direct Deposit,Yes,"(95.09, 190.08]"
7181,46,20,No,40.15,40,Salary,83512.0,44.0,Sales,Female,Single,6,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7182,53,9,No,33.79,40,Salary,70283.2,77.0,Marketing,Female,Married,7,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7183,50,8,No,95.11,40,Salary,337828.8,57.0,Manufacturing,Female,Divorced,3,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7184,61,9,No,42.94,40,Salary,89315.2,24.0,Sales,Female,Single,8,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7185,42,7,Yes,88.92,40,Salary,284953.6,0.1,Marketing,Female,Married,2,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7186,39,8,No,27.95,40,Salary,58136.0,9.0,Manufacturing,Female,Single,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7187,25,3,Yes,21.91,40,Salary,45572.8,13.0,Manufacturing,Male,Married,1,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7188,54,20,Yes,82.65,40,Salary,173312.0,46.0,Human Resources,Male,Single,4,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7189,54,13,Yes,79.29,40,Salary,164923.2,94.0,Research,Female,Married,6,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7190,48,6,No,32.83,40,Salary,68286.4,43.0,Healthcare,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7191,36,3,No,68.3,40,Salary,142064.0,58.0,Healthcare,Female,Divorced,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7192,53,13,No,79.52,40,Salary,165401.6,72.0,Information Technology,Female,Single,4,14.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7193,43,7,Yes,61.09,40,Salary,127067.2,75.0,Human Resources,Male,Divorced,2,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7194,59,12,No,49.78,40,Salary,103542.4,95.0,Healthcare,Female,Married,4,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7195,32,10,Yes,30.87,40,Salary,64209.6,13.0,Human Resources,Male,Single,2,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7196,52,16,No,45.46,40,Salary,94556.8,84.0,Marketing,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7197,58,16,Yes,32.17,40,Salary,66913.6,36.0,Sales,Male,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7198,43,9,No,59.83,40,Salary,124446.4,42.0,Laboratory,Male,Married,7,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7199,40,4,Yes,56.98,40,Salary,128528.4,97.0,Manufacturing,Male,Single,1,15.0,Mailed Check,Yes,"(95.09, 190.08]"
7200,45,13,No,81.43,40,Salary,169374.4,59.0,Marketing,Female,Divorced,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7201,57,10,No,94.8,40,Salary,337284.0,36.0,Laboratory,Female,Married,1,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7202,38,6,Yes,28.28,40,Salary,37814.4,0.1,Healthcare,Male,Divorced,2,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7203,38,3,No,96.36,40,Salary,200428.8,68.0,Marketing,Male,Single,1,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7204,28,4,No,22.78,40,Salary,47382.4,8.0,Healthcare,Female,Single,2,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7205,33,7,No,26.97,40,Salary,56097.6,97.0,Research,Female,Divorced,3,25.0,Mailed Check,Yes,"(95.09, 190.08]"
7206,56,8,Yes,49.55,40,Salary,103064.0,99.0,Research,Male,Single,3,24.0,Mailed Check,Yes,"(95.09, 190.08]"
7207,34,4,No,23.8,40,Salary,49504.0,65.0,Research,Male,Divorced,5,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7208,41,1,No,63.52,40,Salary,132121.6,37.0,Research,Male,Divorced,3,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7209,29,7,No,25.22,40,Salary,52457.6,14.0,Laboratory,Female,Married,1,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7210,54,6,No,49.12,40,Salary,102169.6,43.0,Research,Male,Single,8,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
7211,54,8,No,81.65,40,Salary,169832.0,17.0,Research,Female,Single,2,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7212,58,13,No,96.17,40,Salary,200033.6,83.0,Laboratory,Female,Single,7,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7213,45,20,Yes,82.43,40,Salary,171454.4,47.0,Research,Male,Married,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7214,59,16,Yes,35.34,40,Salary,73507.2,37.0,Laboratory,Male,Divorced,9,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7215,50,16,No,73.85,40,Salary,153608.0,33.0,Research,Female,Single,6,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7216,39,4,No,62.33,40,Salary,129646.4,37.0,Research,Male,Single,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7217,29,3,No,25.35,40,Salary,52728.0,80.0,Sales,Male,Divorced,3,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7218,59,11,No,33.71,40,Salary,70116.8,68.0,Sales,Male,Single,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7219,45,19,Yes,74.44,40,Salary,154835.2,45.0,Information Technology,Male,Single,3,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7220,58,10,Yes,87.01,40,Salary,280980.8,80.0,Laboratory,Female,Single,8,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7221,35,5,No,27.22,40,Salary,56617.6,11.0,Laboratory,Male,Married,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7222,49,17,No,43.47,40,Salary,90417.6,0.1,Manufacturing,Male,Married,7,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7223,46,11,No,56.9,40,Salary,128352.0,14.0,Research,Male,Single,4,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7224,34,4,Yes,28.75,40,Salary,59800.0,38.0,Research,Male,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7225,49,9,Yes,75.49,40,Salary,157033.2,0.1,Information Technology,Female,Divorced,8,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7226,36,1,Yes,62.74,40,Salary,130499.2,0.1,Sales,Male,Divorced,2,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
7227,58,17,Yes,88.76,40,Salary,284620.8,50.0,Manufacturing,Female,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7228,42,9,No,74.46,40,Salary,154876.8,34.0,Marketing,Female,Married,3,11.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7229,50,11,No,96.43,40,Salary,200574.4,47.0,Sales,Female,Divorced,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7230,24,1,No,17.96,40,Salary,37356.8,92.0,Manufacturing,Male,Single,1,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
7231,34,3,Yes,27.62,40,Salary,57449.6,78.0,Research,Male,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7232,54,7,No,58.95,40,Salary,122616.0,51.0,Healthcare,Male,Married,4,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7233,56,20,Yes,80.13,40,Salary,166670.4,86.0,Human Resources,Female,Divorced,7,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7234,42,7,No,33.4,40,Salary,40352.0,87.0,Sales,Female,Divorced,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7235,48,7,Yes,93.86,40,Salary,335228.8,0.1,Manufacturing,Female,Married,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7236,41,10,Yes,35.28,40,Salary,73382.4,0.1,Manufacturing,Female,Divorced,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7237,60,15,No,44.99,40,Salary,93579.2,0.1,Information Technology,Female,Divorced,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7238,58,18,No,68.76,40,Salary,143020.8,41.0,Information Technology,Female,Divorced,7,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7239,51,5,No,93.93,40,Salary,335374.4,23.0,Marketing,Female,Married,8,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7240,54,11,Yes,44.04,40,Salary,91603.2,69.0,Marketing,Female,Single,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7241,29,8,No,23.07,40,Salary,47985.6,34.0,Human Resources,Male,Married,1,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7242,61,20,No,49.53,40,Salary,103022.4,65.0,Laboratory,Male,Divorced,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7243,23,1,No,20.16,40,Salary,43332.8,64.0,Research,Female,Single,3,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7244,50,12,Yes,41.73,40,Salary,86798.4,55.0,Human Resources,Male,Married,9,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7245,59,18,No,80.56,40,Salary,167564.8,0.1,Human Resources,Male,Single,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7246,53,12,No,34.17,40,Salary,71073.6,69.0,Information Technology,Female,Single,2,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7247,37,4,No,54.89,40,Salary,114171.2,76.0,Research,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7248,35,7,Yes,29.22,40,Salary,60852.8,66.0,Laboratory,Female,Single,3,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7249,48,14,No,60.31,40,Salary,125444.8,68.0,Laboratory,Male,Married,2,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7250,33,9,No,28.36,40,Salary,38288.8,72.0,Marketing,Female,Married,5,11.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7251,52,5,No,52.07,40,Salary,108305.6,68.0,Research,Male,Married,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7252,39,2,No,28.52,40,Salary,59321.6,0.1,Sales,Female,Married,1,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7253,42,5,No,95.28,40,Salary,338282.4,42.0,Information Technology,Female,Divorced,8,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7254,47,13,No,52.53,40,Salary,109262.4,73.0,Sales,Male,Single,4,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7255,35,10,No,29.68,40,Salary,61734.4,84.0,Sales,Male,Single,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7256,37,10,No,75.21,40,Salary,156436.8,0.1,Manufacturing,Female,Single,5,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7257,58,8,Yes,67.33,40,Salary,140046.4,77.0,Human Resources,Female,Divorced,4,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
7258,47,16,No,49.99,40,Salary,103979.2,39.0,Healthcare,Male,Married,3,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7259,60,18,Yes,44.67,40,Salary,92913.6,26.0,Marketing,Female,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7260,59,5,Yes,41.55,40,Salary,86424.0,57.0,Marketing,Female,Married,9,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7261,48,6,No,92.31,40,Salary,332004.8,88.0,Research,Female,Single,1,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7262,46,19,No,56.85,40,Salary,128248.0,56.0,Marketing,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7263,61,17,No,53.03,40,Salary,110302.4,91.0,Sales,Female,Divorced,7,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7264,42,7,Yes,74.51,40,Salary,154980.8,33.0,Marketing,Male,Married,8,12.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7265,50,15,No,35.26,40,Salary,73340.8,72.0,Research,Female,Single,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7266,32,2,Yes,30.23,40,Salary,62878.4,25.0,Sales,Male,Single,3,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7267,36,10,Yes,94.06,40,Salary,335644.8,44.0,Sales,Female,Divorced,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7268,55,6,Yes,53.28,40,Salary,110614.4,49.0,Information Technology,Male,Married,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7269,34,1,Yes,29.9,40,Salary,62332.0,92.0,Healthcare,Female,Married,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
